Order_ID,Order_Date,Distributor_ID,Region,Product_Line,Order_Volume_Units,Revenue_INR,Fulfillment_TAT_Days,Status
ORD-0321,2024-02-01,DIST-119,East,Casement_System,252,497448,6,Delivered
ORD-0322,2024-02-23,DIST-131,North,Sliding_System,333,483516,7,Delivered
ORD-0323,2024-01-07,DIST-149,North,uPVC_Door_Profile,198,303138,2,Delivered
ORD-0324,2024-01-20,DIST-127,West,Sliding_System,254,584200,3,Delivered
ORD-0325,2024-03-11,DIST-139,South,uPVC_Door_Profile,63,121149,7,Delivered
ORD-0326,2024-03-01,DIST-115,North,Sliding_System,461,1016966,2,Delivered
ORD-0327,2024-01-13,DIST-129,North,Sliding_System,57,125286,4,Delivered
ORD-0328,2024-03-08,DIST-148,South,Casement_System,266,586264,7,Delivered
ORD-0329,2024-01-09,DIST-121,East,uPVC_Door_Profile,268,426120,3,Delivered
ORD-0330,2024-02-22,DIST-147,South,Sliding_System,462,753522,4,Delivered
ORD-0331,2024-03-12,DIST-132,North,Casement_System,402,671742,5,Delivered
ORD-0332,2024-03-15,DIST-108,North,Casement_System,67,143179,4,Delivered
ORD-0333,2024-02-29,DIST-124,East,Sliding_System,430,759810,15,Delayed
ORD-0334,2024-01-28,DIST-129,West,Sliding_System,74,127946,4,Delivered
ORD-0335,2024-01-22,DIST-109,West,Casement_System,82,148830,6,Delivered
ORD-0336,2024-01-12,DIST-142,North,Sliding_System,409,795096,6,Delivered
ORD-0337,2024-03-23,DIST-116,West,uPVC_Door_Profile,382,557338,2,Delivered
ORD-0338,2024-03-18,DIST-116,West,Casement_System,313,506434,4,Delivered
ORD-0339,2024-03-15,DIST-145,East,uPVC_Door_Profile,454,580212,4,Delivered
ORD-0340,2024-03-18,DIST-135,South,Sliding_System,343,487746,2,Delivered
ORD-0341,2024-01-11,DIST-142,South,uPVC_Door_Profile,337,545266,6,Delivered
ORD-0342,2024-03-24,DIST-143,East,uPVC_Window_Profile,110,260920,4,Delivered
ORD-0343,2024-01-17,DIST-142,South,Sliding_System,379,571911,7,Delivered
ORD-0344,2024-01-10,DIST-125,South,Sliding_System,80,144720,7,Delivered
ORD-0345,2024-01-27,DIST-147,North,Casement_System,61,144875,2,Delivered
ORD-0346,2024-01-03,DIST-118,East,uPVC_Door_Profile,366,445422,7,Delivered
ORD-0347,2024-01-30,DIST-150,West,Casement_System,91,116844,2,Delivered
ORD-0348,2024-01-03,DIST-131,North,uPVC_Door_Profile,230,385020,5,Delivered
ORD-0349,2024-03-08,DIST-138,North,uPVC_Window_Profile,356,631544,6,Delivered
ORD-0350,2024-03-04,DIST-106,North,Sliding_System,252,329364,5,Delivered
ORD-0351,2024-01-13,DIST-144,West,Sliding_System,87,129543,2,Delivered
ORD-0352,2024-01-30,DIST-103,West,uPVC_Window_Profile,343,821828,4,Delivered
ORD-0353,2024-03-18,DIST-134,North,uPVC_Window_Profile,304,589152,5,Delivered
ORD-0354,2024-02-20,DIST-104,West,Sliding_System,263,561768,5,Delivered
ORD-0355,2024-01-31,DIST-124,West,Casement_System,376,572648,7,Delivered
ORD-0356,2024-03-23,DIST-128,South,uPVC_Window_Profile,389,551213,2,Delivered
ORD-0357,2024-02-22,DIST-142,West,Sliding_System,143,238524,5,Delivered
ORD-0358,2024-01-08,DIST-100,West,uPVC_Door_Profile,466,658458,5,Delivered
ORD-0359,2024-03-15,DIST-108,East,Sliding_System,444,776556,13,Delayed
ORD-0360,2024-02-10,DIST-104,West,uPVC_Door_Profile,199,246959,5,Delivered
ORD-0361,2024-01-31,DIST-131,West,Casement_System,447,774651,5,Delivered
ORD-0362,2024-03-13,DIST-112,South,Casement_System,441,603288,3,Delivered
ORD-0363,2024-03-23,DIST-141,West,uPVC_Door_Profile,56,101304,6,Delivered
ORD-0364,2024-01-22,DIST-101,North,uPVC_Door_Profile,103,206618,3,Delivered
ORD-0365,2024-01-15,DIST-126,South,Sliding_System,276,661848,7,Delivered
ORD-0366,2024-03-16,DIST-144,West,Casement_System,189,346248,4,Delivered
ORD-0367,2024-02-14,DIST-101,West,Casement_System,353,685526,2,Delivered
ORD-0368,2024-01-19,DIST-144,East,Sliding_System,289,465001,14,Delayed
ORD-0369,2024-02-13,DIST-147,North,Sliding_System,463,907017,6,Delivered
ORD-0370,2024-02-09,DIST-149,West,uPVC_Window_Profile,203,389151,2,Delivered
ORD-0371,2024-03-26,DIST-120,East,Casement_System,76,183236,4,Delivered
ORD-0372,2024-02-25,DIST-114,East,uPVC_Door_Profile,73,119793,5,Delivered
ORD-0373,2024-02-17,DIST-134,South,uPVC_Window_Profile,96,118944,3,Delivered
ORD-0374,2024-02-08,DIST-128,East,uPVC_Window_Profile,460,833060,7,Delivered
ORD-0375,2024-03-14,DIST-120,West,Casement_System,367,633075,6,Delivered
ORD-0376,2024-01-26,DIST-131,North,uPVC_Door_Profile,184,359168,5,Delivered
ORD-0377,2024-02-08,DIST-119,North,uPVC_Window_Profile,498,975582,7,Delivered
ORD-0378,2024-03-26,DIST-106,South,uPVC_Window_Profile,231,340263,4,Delivered
ORD-0379,2024-01-17,DIST-109,West,uPVC_Window_Profile,332,559752,3,Delivered
ORD-0380,2024-03-29,DIST-136,West,Sliding_System,321,474438,3,Delivered
ORD-0381,2024-03-27,DIST-136,North,Casement_System,459,636174,4,Delivered
ORD-0382,2024-02-01,DIST-118,East,Sliding_System,377,586989,14,Delayed
ORD-0383,2024-01-25,DIST-146,East,uPVC_Door_Profile,464,763744,5,Delivered
ORD-0384,2024-01-15,DIST-127,West,Casement_System,244,594384,7,Delivered
ORD-0385,2024-02-02,DIST-140,East,uPVC_Door_Profile,120,279600,6,Delivered
ORD-0386,2024-03-07,DIST-142,East,uPVC_Window_Profile,287,479864,6,Delivered
ORD-0387,2024-01-02,DIST-130,West,Sliding_System,309,531171,7,Delivered
ORD-0388,2024-03-12,DIST-106,East,uPVC_Window_Profile,395,507970,7,Delivered
ORD-0389,2024-03-10,DIST-100,West,Casement_System,97,141232,2,Delivered
ORD-0390,2024-01-24,DIST-143,West,Casement_System,182,246246,5,Delivered
ORD-0391,2024-01-24,DIST-111,South,Sliding_System,163,260311,3,Delivered
ORD-0392,2024-03-19,DIST-140,North,Casement_System,173,294619,2,Delivered
ORD-0393,2024-01-08,DIST-150,West,uPVC_Door_Profile,279,381672,7,Delivered
ORD-0394,2024-02-07,DIST-145,West,Casement_System,109,182684,6,Delivered
ORD-0395,2024-03-20,DIST-104,North,uPVC_Door_Profile,227,282161,4,Delivered
ORD-0396,2024-02-22,DIST-100,North,Sliding_System,190,413820,5,Delivered
ORD-0397,2024-03-18,DIST-150,East,uPVC_Door_Profile,202,256944,2,Delivered
ORD-0398,2024-01-19,DIST-118,West,Sliding_System,403,549692,2,Delivered
ORD-0399,2024-03-11,DIST-142,North,Casement_System,186,327732,5,Delivered
ORD-0400,2024-02-11,DIST-136,South,uPVC_Door_Profile,239,358261,3,Delivered
ORD-0401,2024-01-03,DIST-110,East,uPVC_Door_Profile,454,973376,2,Delivered
ORD-0402,2024-03-27,DIST-116,East,uPVC_Door_Profile,419,817050,3,Delivered
ORD-0403,2024-02-27,DIST-111,East,Casement_System,358,563492,4,Delivered
ORD-0404,2024-01-18,DIST-115,East,uPVC_Door_Profile,337,710396,5,Delivered
ORD-0405,2024-02-22,DIST-146,East,uPVC_Door_Profile,163,391526,3,Delivered
ORD-0406,2024-03-22,DIST-123,West,Casement_System,126,258174,2,Delivered
ORD-0407,2024-02-15,DIST-116,West,uPVC_Door_Profile,393,969924,4,Delivered
ORD-0408,2024-01-14,DIST-104,North,uPVC_Window_Profile,182,302302,2,Delivered
ORD-0409,2024-01-12,DIST-147,North,Casement_System,296,544640,4,Delivered
ORD-0410,2024-03-15,DIST-105,South,Sliding_System,415,666075,4,Delivered
ORD-0411,2024-01-04,DIST-135,West,uPVC_Window_Profile,70,133070,6,Delivered
ORD-0412,2024-01-27,DIST-109,South,uPVC_Window_Profile,388,960300,3,Delivered
ORD-0413,2024-01-05,DIST-127,South,uPVC_Door_Profile,417,830664,4,Delivered
ORD-0414,2024-02-28,DIST-108,East,Sliding_System,294,373968,11,Delayed
ORD-0415,2024-02-27,DIST-112,West,uPVC_Door_Profile,442,887536,2,Delivered
ORD-0416,2024-01-06,DIST-121,South,Sliding_System,348,600996,2,Delivered
ORD-0417,2024-01-07,DIST-139,West,Sliding_System,457,853219,7,Delivered
ORD-0418,2024-01-10,DIST-102,West,Casement_System,224,538720,2,Delivered
ORD-0419,2024-02-02,DIST-129,East,Casement_System,127,240157,3,Delivered
ORD-0420,2024-02-28,DIST-148,West,Casement_System,60,82380,4,Delivered
ORD-0421,2024-02-29,DIST-110,North,uPVC_Window_Profile,322,427616,6,Delivered
ORD-0422,2024-01-20,DIST-132,East,Sliding_System,223,342528,9,Delayed
ORD-0423,2024-03-19,DIST-141,East,Casement_System,484,616132,7,Delivered
ORD-0424,2024-03-30,DIST-140,East,uPVC_Window_Profile,149,287123,7,Delivered
ORD-0425,2024-01-22,DIST-104,South,uPVC_Window_Profile,487,918482,6,Delivered
ORD-0426,2024-03-31,DIST-128,East,Sliding_System,248,313720,14,Delayed
ORD-0427,2024-03-18,DIST-125,East,uPVC_Window_Profile,484,1088032,6,Delivered
ORD-0428,2024-03-15,DIST-105,South,Casement_System,446,887986,4,Delivered
ORD-0429,2024-02-29,DIST-122,West,Sliding_System,50,90750,6,Delivered
ORD-0430,2024-02-23,DIST-120,East,uPVC_Window_Profile,460,967380,7,Delivered
ORD-0431,2024-01-11,DIST-109,West,Casement_System,460,856520,7,Delivered
ORD-0432,2024-01-12,DIST-145,South,Casement_System,175,245525,5,Delivered
ORD-0433,2024-03-27,DIST-138,North,Sliding_System,147,253134,7,Delivered
ORD-0434,2024-02-16,DIST-143,North,uPVC_Door_Profile,384,624768,7,Delivered
ORD-0435,2024-03-11,DIST-144,East,uPVC_Window_Profile,235,368480,4,Delivered
ORD-0436,2024-01-01,DIST-135,South,uPVC_Window_Profile,231,405405,5,Delivered
ORD-0437,2024-01-04,DIST-110,East,Sliding_System,186,264492,11,Delayed
ORD-0438,2024-02-28,DIST-143,West,Casement_System,181,335574,5,Delivered
ORD-0439,2024-01-10,DIST-129,West,uPVC_Window_Profile,211,365030,6,Delivered
ORD-0440,2024-02-10,DIST-111,East,Sliding_System,74,111666,15,Delayed
ORD-0441,2024-03-23,DIST-131,South,uPVC_Window_Profile,109,174400,6,Delivered
ORD-0442,2024-01-12,DIST-118,South,uPVC_Door_Profile,414,665712,4,Delivered
ORD-0443,2024-01-05,DIST-111,North,Sliding_System,318,658578,3,Delivered
ORD-0444,2024-02-03,DIST-113,South,Casement_System,72,147384,5,Delivered
ORD-0445,2024-03-02,DIST-123,West,Sliding_System,447,609261,4,Delivered
ORD-0446,2024-02-26,DIST-143,South,uPVC_Window_Profile,350,678300,4,Delivered
ORD-0447,2024-02-26,DIST-116,East,uPVC_Window_Profile,249,307017,2,Delivered
ORD-0448,2024-03-22,DIST-119,South,uPVC_Window_Profile,492,796056,2,Delivered
ORD-0449,2024-01-13,DIST-117,East,Casement_System,314,644014,3,Delivered
ORD-0450,2024-02-04,DIST-137,East,Sliding_System,232,420848,15,Delayed
ORD-0451,2024-02-03,DIST-108,East,uPVC_Door_Profile,435,936990,5,Delivered
ORD-0452,2024-03-30,DIST-145,South,uPVC_Window_Profile,223,476551,5,Delivered
ORD-0453,2024-01-07,DIST-137,South,uPVC_Window_Profile,137,289755,6,Delivered
ORD-0454,2024-03-30,DIST-121,South,Sliding_System,321,513600,2,Delivered
ORD-0455,2024-03-13,DIST-111,West,Sliding_System,210,345240,5,Delivered
ORD-0456,2024-01-25,DIST-149,North,Sliding_System,466,798258,3,Delivered
ORD-0457,2024-03-16,DIST-140,North,uPVC_Window_Profile,114,245100,2,Delivered
ORD-0458,2024-02-29,DIST-111,West,uPVC_Window_Profile,411,600060,6,Delivered
ORD-0459,2024-02-04,DIST-128,East,uPVC_Window_Profile,168,311304,2,Delivered
ORD-0460,2024-03-12,DIST-133,West,Casement_System,190,426170,7,Delivered
ORD-0461,2024-02-07,DIST-141,North,uPVC_Window_Profile,175,433650,4,Delivered
ORD-0462,2024-03-19,DIST-136,North,Sliding_System,196,459816,7,Delivered
ORD-0463,2024-03-06,DIST-124,East,Sliding_System,177,216471,12,Delayed
ORD-0464,2024-02-13,DIST-102,South,uPVC_Door_Profile,445,975885,4,Delivered
ORD-0465,2024-01-05,DIST-134,North,Casement_System,192,231936,4,Delivered
ORD-0466,2024-03-26,DIST-130,North,Sliding_System,468,1138176,2,Delivered
ORD-0467,2024-03-27,DIST-147,North,Sliding_System,288,545760,6,Delivered
ORD-0468,2024-03-09,DIST-118,South,Sliding_System,51,84507,2,Delivered
ORD-0469,2024-01-08,DIST-106,West,Casement_System,452,835296,6,Delivered
ORD-0470,2024-03-03,DIST-114,East,uPVC_Door_Profile,69,108744,5,Delivered
ORD-0471,2024-01-21,DIST-108,South,uPVC_Window_Profile,462,1083852,5,Delivered
ORD-0472,2024-03-14,DIST-126,South,uPVC_Door_Profile,314,715920,5,Delivered
ORD-0473,2024-01-11,DIST-102,North,uPVC_Door_Profile,458,1002104,5,Delivered
ORD-0474,2024-02-07,DIST-119,East,Casement_System,235,427465,4,Delivered
ORD-0475,2024-01-01,DIST-147,North,uPVC_Door_Profile,463,771358,7,Delivered
ORD-0476,2024-02-24,DIST-146,East,uPVC_Window_Profile,154,232232,3,Delivered
ORD-0477,2024-02-28,DIST-150,East,uPVC_Door_Profile,332,703508,7,Delivered
ORD-0478,2024-03-09,DIST-118,West,uPVC_Window_Profile,220,492360,3,Delivered
ORD-0479,2024-02-03,DIST-103,South,Sliding_System,50,97000,4,Delivered
ORD-0480,2024-03-29,DIST-137,North,uPVC_Door_Profile,195,304200,7,Delivered
ORD-0481,2024-03-12,DIST-138,West,uPVC_Door_Profile,337,620417,7,Delivered
ORD-0482,2024-03-02,DIST-127,North,uPVC_Window_Profile,388,775224,6,Delivered
ORD-0483,2024-03-11,DIST-115,South,Casement_System,359,765388,7,Delivered
ORD-0484,2024-03-30,DIST-104,South,Sliding_System,372,466116,4,Delivered
ORD-0485,2024-01-28,DIST-114,North,Sliding_System,447,951216,2,Delivered
ORD-0486,2024-03-16,DIST-111,East,uPVC_Window_Profile,413,602980,6,Delivered
ORD-0487,2024-01-30,DIST-144,East,Sliding_System,442,583882,11,Delayed
ORD-0488,2024-02-09,DIST-134,West,uPVC_Window_Profile,464,689040,7,Delivered
ORD-0489,2024-03-13,DIST-144,South,Sliding_System,262,530026,5,Delivered
ORD-0490,2024-02-05,DIST-123,South,uPVC_Door_Profile,363,863214,2,Delivered
ORD-0491,2024-03-19,DIST-115,West,Sliding_System,148,273652,7,Delivered
ORD-0492,2024-01-14,DIST-120,South,Sliding_System,311,724008,6,Delivered
ORD-0493,2024-03-18,DIST-110,West,uPVC_Window_Profile,484,985908,6,Delivered
ORD-0494,2024-03-07,DIST-115,South,uPVC_Door_Profile,220,379720,6,Delivered
ORD-0495,2024-03-02,DIST-108,South,uPVC_Window_Profile,128,266112,4,Delivered
ORD-0496,2024-01-09,DIST-147,West,uPVC_Door_Profile,154,185878,6,Delivered
ORD-0497,2024-03-01,DIST-120,East,uPVC_Window_Profile,481,694564,2,Delivered
ORD-0498,2024-02-14,DIST-148,East,Sliding_System,219,438876,11,Delayed
ORD-0499,2024-03-27,DIST-133,West,uPVC_Window_Profile,259,478632,4,Delivered
ORD-0500,2024-01-31,DIST-140,South,Sliding_System,374,685916,7,Delivered
