Transaction_ID,Date,Department,Category,Vendor,Cash_Outflow_INR,Budget_Variance_Pct,Approval_Level,Audit_Flag
TXN-00290,2024-03-14,Marketing,Digital Ads,Vendor_A,168317,-1.79,Level 2,Clear
TXN-00291,2024-03-06,IT,Hardware,Vendor_B,261759,-2.17,Level 3,Clear
TXN-00292,2024-02-15,IT,Software Licenses,Vendor_C,39216,-1.8,Level 1,Clear
TXN-00293,2024-02-06,Logistics,Freight,Vendor_G,413185,-3.23,Level 3,Clear
TXN-00294,2024-01-06,HR,Recruitment,Vendor_H,392849,1.49,Level 3,Clear
TXN-00295,2024-02-08,HR,Recruitment,Vendor_H,322996,0.26,Level 3,Clear
TXN-00296,2024-03-23,IT,Software Licenses,Vendor_D,276293,1.85,Level 3,Clear
TXN-00297,2024-03-24,IT,Software Licenses,Vendor_G,168398,-4.02,Level 2,Clear
TXN-00298,2024-03-28,HR,Recruitment,Vendor_A,140027,4.02,Level 2,Clear
TXN-00299,2024-01-16,HR,Recruitment,Vendor_H,62654,-3.11,Level 2,Clear
TXN-00300,2024-03-26,Logistics,Freight,Vendor_C,472353,29.26,Level 3,Review_Required
TXN-00301,2024-01-10,Marketing,Events,Vendor_H,271517,2.0,Level 3,Clear
TXN-00302,2024-02-01,Manufacturing,Equipment Maintenance,Vendor_B,318219,4.97,Level 3,Clear
TXN-00303,2024-03-29,IT,Hardware,Vendor_A,138986,3.37,Level 2,Clear
TXN-00304,2024-03-07,Logistics,Freight,Vendor_D,275486,4.33,Level 3,Clear
TXN-00305,2024-01-10,Logistics,Warehousing,Vendor_B,206149,2.31,Level 3,Clear
TXN-00306,2024-03-26,HR,Training,Vendor_C,444077,-3.61,Level 3,Clear
TXN-00307,2024-03-30,Marketing,Events,Vendor_C,81064,-0.68,Level 2,Clear
TXN-00308,2024-01-03,Logistics,Warehousing,Vendor_G,189610,-4.61,Level 2,Clear
TXN-00309,2024-02-13,HR,Recruitment,Vendor_E,259164,-3.91,Level 3,Clear
TXN-00310,2024-03-27,Manufacturing,Equipment Maintenance,Vendor_A,461799,-1.12,Level 3,Clear
TXN-00311,2024-02-04,IT,Software Licenses,Vendor_E,306970,3.68,Level 3,Clear
TXN-00312,2024-03-30,HR,Training,Vendor_A,325395,-0.86,Level 3,Clear
TXN-00313,2024-02-27,HR,Recruitment,Vendor_H,97800,2.15,Level 2,Clear
TXN-00314,2024-01-15,IT,Hardware,Vendor_E,419496,3.74,Level 3,Clear
TXN-00315,2024-01-18,HR,Recruitment,Vendor_A,152436,4.54,Level 2,Clear
TXN-00316,2024-01-17,HR,Training,Vendor_A,180008,1.08,Level 2,Clear
TXN-00317,2024-01-11,Manufacturing,Raw Material,Vendor_F,373769,0.49,Level 3,Clear
TXN-00318,2024-01-15,IT,Software Licenses,Vendor_B,471477,-3.19,Level 3,Clear
TXN-00319,2024-03-03,HR,Recruitment,Vendor_E,450039,-3.27,Level 3,Clear
TXN-00320,2024-03-31,Logistics,Warehousing,Vendor_A,406325,4.3,Level 3,Clear
TXN-00321,2024-03-28,Marketing,Digital Ads,Vendor_B,334257,4.92,Level 3,Clear
TXN-00322,2024-03-01,IT,Hardware,Vendor_D,403812,-1.61,Level 3,Clear
TXN-00323,2024-02-27,HR,Recruitment,Vendor_B,120226,3.91,Level 2,Clear
TXN-00324,2024-02-19,Logistics,Warehousing,Vendor_A,14280,3.61,Level 1,Clear
TXN-00325,2024-01-08,HR,Recruitment,Vendor_B,245065,-3.06,Level 3,Clear
TXN-00326,2024-01-22,Logistics,Freight,Vendor_H,90647,3.34,Level 2,Clear
TXN-00327,2024-02-13,Manufacturing,Equipment Maintenance,Vendor_F,221321,0.01,Level 3,Clear
TXN-00328,2024-01-17,IT,Hardware,Vendor_B,409133,2.73,Level 3,Clear
TXN-00329,2024-01-13,Logistics,Warehousing,Vendor_F,65019,1.74,Level 2,Clear
TXN-00330,2024-01-19,IT,Hardware,Vendor_G,342166,4.68,Level 3,Clear
TXN-00331,2024-02-18,IT,Software Licenses,Vendor_B,404086,4.6,Level 3,Clear
TXN-00332,2024-01-12,Manufacturing,Raw Material,Vendor_D,126750,-4.69,Level 2,Clear
TXN-00333,2024-03-01,Marketing,Events,Vendor_E,89143,3.22,Level 2,Clear
TXN-00334,2024-02-17,Marketing,Events,Vendor_B,202599,-3.79,Level 3,Clear
TXN-00335,2024-01-21,IT,Hardware,Vendor_H,96570,3.09,Level 2,Clear
TXN-00336,2024-01-15,HR,Recruitment,Vendor_E,393150,1.83,Level 3,Clear
TXN-00337,2024-01-25,IT,Hardware,Vendor_A,92205,-4.8,Level 2,Clear
TXN-00338,2024-03-10,Manufacturing,Raw Material,Vendor_G,304917,-1.72,Level 3,Clear
TXN-00339,2024-03-12,HR,Training,Vendor_D,287802,0.87,Level 3,Clear
TXN-00340,2024-03-29,Manufacturing,Raw Material,Vendor_H,121596,-4.76,Level 2,Clear
TXN-00341,2024-02-27,HR,Training,Vendor_G,78119,-4.57,Level 2,Clear
TXN-00342,2024-03-28,Manufacturing,Equipment Maintenance,Vendor_D,28000,-3.17,Level 1,Clear
TXN-00343,2024-01-26,IT,Software Licenses,Vendor_B,128460,3.46,Level 2,Clear
TXN-00344,2024-02-13,Manufacturing,Raw Material,Vendor_H,275828,0.79,Level 3,Clear
TXN-00345,2024-03-27,HR,Training,Vendor_G,33534,-4.52,Level 1,Clear
TXN-00346,2024-02-14,IT,Software Licenses,Vendor_E,318375,-3.87,Level 3,Clear
TXN-00347,2024-02-29,Marketing,Events,Vendor_B,268289,-1.36,Level 3,Clear
TXN-00348,2024-01-15,Logistics,Freight,Vendor_E,303532,-3.8,Level 3,Clear
TXN-00349,2024-01-04,HR,Recruitment,Vendor_B,24547,1.57,Level 1,Clear
TXN-00350,2024-01-27,Logistics,Freight,Vendor_H,418539,-0.6,Level 3,Clear
TXN-00351,2024-01-17,Logistics,Freight,Vendor_D,251298,-4.8,Level 3,Clear
TXN-00352,2024-02-06,Manufacturing,Equipment Maintenance,Vendor_G,248178,1.88,Level 3,Clear
TXN-00353,2024-01-07,HR,Training,Vendor_E,205977,4.17,Level 3,Clear
TXN-00354,2024-03-24,HR,Recruitment,Vendor_B,309665,-1.67,Level 3,Clear
TXN-00355,2024-02-12,HR,Recruitment,Vendor_B,309542,-4.27,Level 3,Clear
TXN-00356,2024-03-02,Manufacturing,Equipment Maintenance,Vendor_G,253888,-0.21,Level 3,Clear
TXN-00357,2024-03-28,Marketing,Events,Vendor_H,229694,3.47,Level 3,Clear
TXN-00358,2024-01-25,Marketing,Events,Vendor_G,67897,3.5,Level 2,Clear
TXN-00359,2024-02-14,IT,Hardware,Vendor_B,287113,-3.75,Level 3,Clear
TXN-00360,2024-03-15,Logistics,Freight,Vendor_A,464064,1.29,Level 3,Clear
TXN-00361,2024-02-25,IT,Software Licenses,Vendor_F,100262,3.88,Level 2,Clear
TXN-00362,2024-03-10,Marketing,Events,Vendor_B,278443,4.63,Level 3,Clear
TXN-00363,2024-02-18,Manufacturing,Raw Material,Vendor_F,182320,-1.38,Level 2,Clear
TXN-00364,2024-01-31,Marketing,Digital Ads,Vendor_C,372840,3.1,Level 3,Clear
TXN-00365,2024-01-25,HR,Training,Vendor_H,146942,3.32,Level 2,Clear
TXN-00366,2024-03-18,Manufacturing,Raw Material,Vendor_D,489940,-1.23,Level 3,Clear
TXN-00367,2024-03-17,Logistics,Freight,Vendor_G,210910,1.97,Level 3,Clear
TXN-00368,2024-03-03,IT,Software Licenses,Vendor_D,489154,1.92,Level 3,Clear
TXN-00369,2024-02-21,Logistics,Warehousing,Vendor_G,197236,-4.2,Level 2,Clear
TXN-00370,2024-03-11,IT,Hardware,Vendor_F,193665,-1.09,Level 2,Clear
TXN-00371,2024-01-24,IT,Hardware,Vendor_D,450904,-1.93,Level 3,Clear
TXN-00372,2024-03-01,Manufacturing,Raw Material,Vendor_A,298999,-4.36,Level 3,Clear
TXN-00373,2024-01-08,HR,Training,Vendor_B,261865,-0.07,Level 3,Clear
TXN-00374,2024-01-12,Manufacturing,Raw Material,Vendor_E,103363,3.88,Level 2,Clear
TXN-00375,2024-01-16,HR,Training,Vendor_B,149556,-3.3,Level 2,Clear
TXN-00376,2024-01-30,Manufacturing,Equipment Maintenance,Vendor_C,467896,-3.98,Level 3,Clear
TXN-00377,2024-01-07,IT,Software Licenses,Vendor_H,347904,2.57,Level 3,Clear
TXN-00378,2024-01-14,IT,Hardware,Vendor_E,68884,-4.56,Level 2,Clear
TXN-00379,2024-01-25,Logistics,Warehousing,Vendor_F,187532,-0.67,Level 2,Clear
TXN-00380,2024-02-19,Manufacturing,Raw Material,Vendor_A,258168,-2.71,Level 3,Clear
TXN-00381,2024-03-24,HR,Recruitment,Vendor_E,165584,2.99,Level 2,Clear
TXN-00382,2024-02-01,IT,Software Licenses,Vendor_H,135233,0.47,Level 2,Clear
TXN-00383,2024-02-25,Marketing,Events,Vendor_H,351252,0.24,Level 3,Clear
TXN-00384,2024-02-28,Marketing,Events,Vendor_A,92760,0.14,Level 2,Clear
TXN-00385,2024-01-08,IT,Hardware,Vendor_G,301681,1.58,Level 3,Clear
TXN-00386,2024-03-16,Marketing,Digital Ads,Vendor_B,360001,-2.99,Level 3,Clear
TXN-00387,2024-02-11,Manufacturing,Raw Material,Vendor_D,303695,-3.65,Level 3,Clear
TXN-00388,2024-03-18,Logistics,Warehousing,Vendor_E,225297,-4.41,Level 3,Clear
TXN-00389,2024-02-25,Marketing,Digital Ads,Vendor_A,458829,-3.62,Level 3,Clear
TXN-00390,2024-02-08,Manufacturing,Raw Material,Vendor_G,223617,3.94,Level 3,Clear
TXN-00391,2024-01-19,Marketing,Digital Ads,Vendor_H,68755,-0.57,Level 2,Clear
TXN-00392,2024-02-14,Manufacturing,Raw Material,Vendor_B,361765,-1.02,Level 3,Clear
TXN-00393,2024-02-08,Manufacturing,Raw Material,Vendor_A,446708,3.79,Level 3,Clear
TXN-00394,2024-02-19,Manufacturing,Equipment Maintenance,Vendor_H,219107,-2.22,Level 3,Clear
TXN-00395,2024-02-01,HR,Recruitment,Vendor_H,411001,1.76,Level 3,Clear
TXN-00396,2024-03-18,Manufacturing,Equipment Maintenance,Vendor_E,213185,1.9,Level 3,Clear
TXN-00397,2024-01-04,Logistics,Warehousing,Vendor_H,176887,-3.9,Level 2,Clear
TXN-00398,2024-02-16,Marketing,Digital Ads,Vendor_H,125700,2.01,Level 2,Clear
TXN-00399,2024-02-26,HR,Recruitment,Vendor_D,321338,4.72,Level 3,Clear
TXN-00400,2024-03-06,HR,Recruitment,Vendor_B,21762,-1.45,Level 1,Clear
TXN-00401,2024-03-03,HR,Training,Vendor_D,57156,3.42,Level 2,Clear
TXN-00402,2024-03-06,Marketing,Digital Ads,Vendor_F,214165,-2.66,Level 3,Clear
TXN-00403,2024-01-08,IT,Hardware,Vendor_G,22026,4.72,Level 1,Clear
TXN-00404,2024-01-27,Logistics,Freight,Vendor_D,413927,-0.97,Level 3,Clear
TXN-00405,2024-02-22,IT,Software Licenses,Vendor_H,201848,0.75,Level 3,Clear
TXN-00406,2024-01-07,Manufacturing,Raw Material,Vendor_D,344256,-2.87,Level 3,Clear
TXN-00407,2024-03-11,Marketing,Digital Ads,Vendor_F,323563,1.11,Level 3,Clear
TXN-00408,2024-01-05,Manufacturing,Raw Material,Vendor_A,414027,0.78,Level 3,Clear
TXN-00409,2024-01-28,HR,Recruitment,Vendor_C,132813,1.36,Level 2,Clear
TXN-00410,2024-02-29,HR,Training,Vendor_B,105190,3.7,Level 2,Clear
TXN-00411,2024-01-14,HR,Training,Vendor_B,301736,-3.02,Level 3,Clear
TXN-00412,2024-03-21,Marketing,Events,Vendor_B,232190,-1.97,Level 3,Clear
TXN-00413,2024-03-03,Marketing,Digital Ads,Vendor_D,199380,3.82,Level 2,Clear
TXN-00414,2024-02-04,Marketing,Digital Ads,Vendor_E,357996,2.09,Level 3,Clear
TXN-00415,2024-01-06,HR,Recruitment,Vendor_C,183826,-3.04,Level 2,Clear
TXN-00416,2024-02-06,IT,Software Licenses,Vendor_B,282537,0.72,Level 3,Clear
TXN-00417,2024-01-21,Logistics,Warehousing,Vendor_C,687240,31.5,Level 3,Review_Required
TXN-00418,2024-02-14,Manufacturing,Equipment Maintenance,Vendor_F,102067,2.32,Level 2,Clear
TXN-00419,2024-03-19,IT,Software Licenses,Vendor_B,113074,-1.31,Level 2,Clear
TXN-00420,2024-02-02,IT,Software Licenses,Vendor_B,129910,-3.54,Level 2,Clear
TXN-00421,2024-02-09,Marketing,Digital Ads,Vendor_A,498222,-1.86,Level 3,Clear
TXN-00422,2024-03-30,IT,Software Licenses,Vendor_H,219509,1.44,Level 3,Clear
TXN-00423,2024-01-11,HR,Training,Vendor_B,322558,4.12,Level 3,Clear
TXN-00424,2024-02-15,HR,Training,Vendor_F,431541,2.29,Level 3,Clear
TXN-00425,2024-02-11,Marketing,Digital Ads,Vendor_A,303868,1.81,Level 3,Clear
TXN-00426,2024-03-16,IT,Hardware,Vendor_B,84314,0.79,Level 2,Clear
TXN-00427,2024-02-04,IT,Software Licenses,Vendor_H,100288,-2.68,Level 2,Clear
TXN-00428,2024-02-07,IT,Software Licenses,Vendor_F,271874,-2.96,Level 3,Clear
TXN-00429,2024-02-05,HR,Recruitment,Vendor_C,296549,1.5,Level 3,Clear
TXN-00430,2024-02-18,Logistics,Freight,Vendor_C,468059,20.37,Level 2,Review_Required
TXN-00431,2024-01-30,Logistics,Warehousing,Vendor_G,157360,4.88,Level 2,Clear
TXN-00432,2024-03-05,Marketing,Digital Ads,Vendor_G,202786,-3.55,Level 3,Clear
TXN-00433,2024-01-24,Manufacturing,Raw Material,Vendor_C,207091,1.29,Level 3,Clear
TXN-00434,2024-02-18,Marketing,Events,Vendor_G,172517,2.67,Level 2,Clear
TXN-00435,2024-01-01,Marketing,Events,Vendor_G,65889,-2.64,Level 2,Clear
TXN-00436,2024-01-18,Logistics,Warehousing,Vendor_G,265622,-3.47,Level 3,Clear
TXN-00437,2024-01-28,IT,Software Licenses,Vendor_G,272052,-1.44,Level 3,Clear
TXN-00438,2024-03-27,IT,Software Licenses,Vendor_A,245736,-1.54,Level 3,Clear
TXN-00439,2024-02-11,Logistics,Warehousing,Vendor_B,15895,-4.76,Level 1,Clear
TXN-00440,2024-03-11,IT,Hardware,Vendor_D,19079,2.42,Level 1,Clear
TXN-00441,2024-01-02,Logistics,Warehousing,Vendor_E,346160,3.2,Level 3,Clear
TXN-00442,2024-01-16,Marketing,Events,Vendor_C,347827,-4.75,Level 3,Clear
TXN-00443,2024-02-03,IT,Hardware,Vendor_F,420164,2.9,Level 3,Clear
TXN-00444,2024-02-29,Marketing,Events,Vendor_B,412709,0.1,Level 3,Clear
TXN-00445,2024-02-01,Manufacturing,Raw Material,Vendor_C,262268,4.62,Level 3,Clear
TXN-00446,2024-03-01,HR,Recruitment,Vendor_H,294511,2.19,Level 3,Clear
TXN-00447,2024-01-14,Logistics,Freight,Vendor_C,707307,21.91,Level 1,Review_Required
TXN-00448,2024-03-09,Manufacturing,Raw Material,Vendor_H,70036,3.35,Level 2,Clear
TXN-00449,2024-03-27,IT,Software Licenses,Vendor_A,113956,-2.26,Level 2,Clear
TXN-00450,2024-01-06,Marketing,Events,Vendor_E,37687,-0.14,Level 1,Clear
TXN-00451,2024-01-14,IT,Software Licenses,Vendor_G,124399,1.56,Level 2,Clear
TXN-00452,2024-01-14,Manufacturing,Raw Material,Vendor_G,316388,-4.72,Level 3,Clear
TXN-00453,2024-01-01,HR,Training,Vendor_E,70702,1.92,Level 2,Clear
TXN-00454,2024-01-11,HR,Training,Vendor_E,63648,-3.54,Level 2,Clear
TXN-00455,2024-02-01,HR,Recruitment,Vendor_B,218856,0.38,Level 3,Clear
TXN-00456,2024-02-08,HR,Recruitment,Vendor_A,435657,-1.24,Level 3,Clear
TXN-00457,2024-03-14,Manufacturing,Raw Material,Vendor_D,347145,-0.4,Level 3,Clear
TXN-00458,2024-02-22,HR,Training,Vendor_G,97265,4.71,Level 2,Clear
TXN-00459,2024-01-27,Manufacturing,Equipment Maintenance,Vendor_C,389911,-4.15,Level 3,Clear
TXN-00460,2024-02-09,HR,Training,Vendor_G,174702,-1.67,Level 2,Clear
TXN-00461,2024-03-22,IT,Hardware,Vendor_D,344078,-1.75,Level 3,Clear
TXN-00462,2024-01-07,IT,Software Licenses,Vendor_D,469800,2.98,Level 3,Clear
TXN-00463,2024-01-04,Marketing,Digital Ads,Vendor_G,78415,0.96,Level 2,Clear
TXN-00464,2024-02-17,HR,Recruitment,Vendor_A,153508,-1.27,Level 2,Clear
TXN-00465,2024-03-16,Marketing,Digital Ads,Vendor_B,399907,-4.0,Level 3,Clear
TXN-00466,2024-02-12,Marketing,Digital Ads,Vendor_H,178062,4.85,Level 2,Clear
TXN-00467,2024-01-25,Manufacturing,Equipment Maintenance,Vendor_B,456734,-4.49,Level 3,Clear
TXN-00468,2024-02-09,IT,Software Licenses,Vendor_C,156053,-4.24,Level 2,Clear
TXN-00469,2024-02-22,Marketing,Events,Vendor_D,472100,2.38,Level 3,Clear
TXN-00470,2024-03-04,Marketing,Digital Ads,Vendor_C,148850,-3.95,Level 2,Clear
TXN-00471,2024-02-27,Logistics,Warehousing,Vendor_H,197218,2.06,Level 2,Clear
TXN-00472,2024-02-17,IT,Hardware,Vendor_E,344584,4.42,Level 3,Clear
TXN-00473,2024-01-23,Manufacturing,Raw Material,Vendor_D,74257,2.22,Level 2,Clear
TXN-00474,2024-01-29,HR,Training,Vendor_H,314674,3.23,Level 3,Clear
TXN-00475,2024-01-07,Marketing,Events,Vendor_C,122919,-2.04,Level 2,Clear
TXN-00476,2024-02-10,HR,Recruitment,Vendor_A,269195,2.47,Level 3,Clear
TXN-00477,2024-02-16,Manufacturing,Raw Material,Vendor_G,55267,2.34,Level 2,Clear
TXN-00478,2024-03-05,Marketing,Events,Vendor_A,309581,-2.02,Level 3,Clear
TXN-00479,2024-02-10,Logistics,Freight,Vendor_H,396822,4.63,Level 3,Clear
TXN-00480,2024-02-28,Manufacturing,Raw Material,Vendor_H,70715,4.69,Level 2,Clear
TXN-00481,2024-01-01,Manufacturing,Equipment Maintenance,Vendor_B,280271,2.46,Level 3,Clear
TXN-00482,2024-03-25,Marketing,Events,Vendor_E,43326,-3.85,Level 1,Clear
TXN-00483,2024-01-26,Manufacturing,Raw Material,Vendor_C,493314,-1.73,Level 3,Clear
TXN-00484,2024-01-01,Manufacturing,Equipment Maintenance,Vendor_E,153437,-4.38,Level 2,Clear
TXN-00485,2024-01-15,Logistics,Warehousing,Vendor_D,42869,1.5,Level 1,Clear
TXN-00486,2024-02-09,Logistics,Freight,Vendor_D,266884,-3.83,Level 3,Clear
TXN-00487,2024-01-06,Marketing,Events,Vendor_C,460575,-4.14,Level 3,Clear
TXN-00488,2024-03-26,Marketing,Events,Vendor_H,482921,4.76,Level 3,Clear
TXN-00489,2024-03-06,Logistics,Warehousing,Vendor_D,212096,1.49,Level 3,Clear
TXN-00490,2024-01-13,HR,Training,Vendor_G,457103,-0.06,Level 3,Clear
TXN-00491,2024-02-24,Manufacturing,Equipment Maintenance,Vendor_E,492287,4.81,Level 3,Clear
TXN-00492,2024-01-14,Marketing,Digital Ads,Vendor_D,18425,4.16,Level 1,Clear
TXN-00493,2024-03-21,Logistics,Warehousing,Vendor_E,250762,-4.24,Level 3,Clear
TXN-00494,2024-02-01,HR,Recruitment,Vendor_A,276561,4.25,Level 3,Clear
TXN-00495,2024-01-08,IT,Software Licenses,Vendor_F,270187,-4.63,Level 3,Clear
TXN-00496,2024-01-13,Marketing,Digital Ads,Vendor_D,323863,4.86,Level 3,Clear
TXN-00497,2024-01-03,Logistics,Warehousing,Vendor_A,258129,-3.4,Level 3,Clear
TXN-00498,2024-01-08,Marketing,Digital Ads,Vendor_B,276004,-3.69,Level 3,Clear
TXN-00499,2024-02-11,IT,Software Licenses,Vendor_H,261150,1.88,Level 3,Clear
TXN-00500,2024-02-20,Logistics,Freight,Vendor_A,471126,2.22,Level 3,Clear
TXN-00501,2024-03-26,HR,Training,Vendor_D,56113,-4.45,Level 2,Clear
TXN-00502,2024-01-16,Logistics,Warehousing,Vendor_E,408911,3.71,Level 3,Clear
TXN-00503,2024-01-17,Marketing,Digital Ads,Vendor_H,466891,-2.84,Level 3,Clear
TXN-00504,2024-01-27,Marketing,Digital Ads,Vendor_F,476621,-4.54,Level 3,Clear
TXN-00505,2024-02-22,Logistics,Warehousing,Vendor_A,357943,-4.32,Level 3,Clear
TXN-00506,2024-03-27,Manufacturing,Equipment Maintenance,Vendor_B,413058,2.86,Level 3,Clear
TXN-00507,2024-02-21,Manufacturing,Raw Material,Vendor_D,452887,2.05,Level 3,Clear
TXN-00508,2024-02-25,HR,Training,Vendor_H,198425,-3.36,Level 2,Clear
TXN-00509,2024-03-05,Logistics,Freight,Vendor_B,126641,-3.64,Level 2,Clear
TXN-00510,2024-01-06,HR,Training,Vendor_D,488513,-3.09,Level 3,Clear
TXN-00511,2024-01-21,Logistics,Freight,Vendor_A,456505,-1.37,Level 3,Clear
TXN-00512,2024-02-16,Logistics,Freight,Vendor_G,198947,0.38,Level 2,Clear
TXN-00513,2024-03-07,Marketing,Events,Vendor_C,262982,2.41,Level 3,Clear
TXN-00514,2024-02-09,Manufacturing,Equipment Maintenance,Vendor_G,98111,-2.72,Level 2,Clear
TXN-00515,2024-03-16,IT,Hardware,Vendor_H,317988,1.06,Level 3,Clear
TXN-00516,2024-03-18,IT,Software Licenses,Vendor_C,65830,3.01,Level 2,Clear
TXN-00517,2024-02-27,HR,Recruitment,Vendor_D,161952,-1.34,Level 2,Clear
TXN-00518,2024-02-23,HR,Recruitment,Vendor_H,440373,0.11,Level 3,Clear
TXN-00519,2024-03-06,HR,Recruitment,Vendor_B,42554,4.69,Level 1,Clear
TXN-00520,2024-01-06,IT,Software Licenses,Vendor_D,246923,-0.49,Level 3,Clear
TXN-00521,2024-03-25,Logistics,Freight,Vendor_H,392891,-4.39,Level 3,Clear
TXN-00522,2024-01-29,Marketing,Digital Ads,Vendor_A,389893,-1.97,Level 3,Clear
TXN-00523,2024-02-22,HR,Recruitment,Vendor_E,10298,-2.61,Level 1,Clear
TXN-00524,2024-01-25,Logistics,Warehousing,Vendor_C,651212,24.67,Level 3,Review_Required
TXN-00525,2024-01-23,Manufacturing,Raw Material,Vendor_B,87202,-3.54,Level 2,Clear
TXN-00526,2024-02-25,HR,Training,Vendor_E,440918,0.98,Level 3,Clear
TXN-00527,2024-02-08,Marketing,Digital Ads,Vendor_G,308223,-4.91,Level 3,Clear
TXN-00528,2024-01-07,Marketing,Digital Ads,Vendor_H,11857,-2.51,Level 1,Clear
TXN-00529,2024-02-03,Logistics,Warehousing,Vendor_B,484712,-1.44,Level 3,Clear
TXN-00530,2024-01-22,HR,Recruitment,Vendor_H,344907,0.2,Level 3,Clear
TXN-00531,2024-01-06,Manufacturing,Raw Material,Vendor_G,304331,-2.79,Level 3,Clear
TXN-00532,2024-03-01,Manufacturing,Equipment Maintenance,Vendor_C,398952,3.22,Level 3,Clear
TXN-00533,2024-01-20,HR,Training,Vendor_E,458835,-0.11,Level 3,Clear
TXN-00534,2024-03-05,Marketing,Digital Ads,Vendor_D,422607,2.75,Level 3,Clear
TXN-00535,2024-02-29,Marketing,Events,Vendor_D,499836,-2.45,Level 3,Clear
TXN-00536,2024-02-19,Marketing,Digital Ads,Vendor_A,253615,-0.27,Level 3,Clear
TXN-00537,2024-03-22,Logistics,Freight,Vendor_A,254351,-1.01,Level 3,Clear
TXN-00538,2024-03-31,IT,Software Licenses,Vendor_F,443728,-0.64,Level 3,Clear
TXN-00539,2024-03-12,Marketing,Events,Vendor_D,114486,2.63,Level 2,Clear
TXN-00540,2024-02-03,Logistics,Freight,Vendor_H,48448,1.18,Level 1,Clear
TXN-00541,2024-01-08,Logistics,Warehousing,Vendor_C,527812,16.31,Level 3,Review_Required
TXN-00542,2024-02-22,Manufacturing,Equipment Maintenance,Vendor_H,177830,0.06,Level 2,Clear
TXN-00543,2024-01-30,Marketing,Digital Ads,Vendor_E,207784,0.52,Level 3,Clear
TXN-00544,2024-03-23,Logistics,Freight,Vendor_A,407174,-0.18,Level 3,Clear
TXN-00545,2024-03-07,Manufacturing,Raw Material,Vendor_B,464896,-4.55,Level 3,Clear
TXN-00546,2024-03-15,Manufacturing,Equipment Maintenance,Vendor_G,235648,-0.9,Level 3,Clear
TXN-00547,2024-03-08,HR,Recruitment,Vendor_C,156708,3.7,Level 2,Clear
TXN-00548,2024-01-07,IT,Software Licenses,Vendor_E,121380,3.16,Level 2,Clear
TXN-00549,2024-02-14,IT,Software Licenses,Vendor_A,132484,-0.44,Level 2,Clear
TXN-00550,2024-02-14,HR,Training,Vendor_G,499881,2.32,Level 3,Clear
TXN-00551,2024-03-14,HR,Training,Vendor_G,140959,3.5,Level 2,Clear
TXN-00552,2024-02-08,Manufacturing,Raw Material,Vendor_G,18365,-1.66,Level 1,Clear
TXN-00553,2024-02-11,Manufacturing,Equipment Maintenance,Vendor_G,339504,4.68,Level 3,Clear
TXN-00554,2024-02-22,Manufacturing,Equipment Maintenance,Vendor_G,120779,0.82,Level 2,Clear
TXN-00555,2024-03-13,Manufacturing,Equipment Maintenance,Vendor_E,495024,-4.97,Level 3,Clear
TXN-00556,2024-03-25,Logistics,Warehousing,Vendor_H,347025,2.98,Level 3,Clear
TXN-00557,2024-03-26,Marketing,Digital Ads,Vendor_F,403185,-3.22,Level 3,Clear
TXN-00558,2024-01-21,Manufacturing,Equipment Maintenance,Vendor_F,401448,-1.92,Level 3,Clear
TXN-00559,2024-02-02,HR,Recruitment,Vendor_B,487738,-0.71,Level 3,Clear
TXN-00560,2024-03-24,IT,Software Licenses,Vendor_D,67233,-2.9,Level 2,Clear
TXN-00561,2024-02-08,Logistics,Freight,Vendor_C,756992,29.19,Level 2,Review_Required
TXN-00562,2024-03-20,Manufacturing,Raw Material,Vendor_G,457825,-3.18,Level 3,Clear
TXN-00563,2024-03-22,Marketing,Events,Vendor_E,201547,1.08,Level 3,Clear
TXN-00564,2024-02-04,HR,Recruitment,Vendor_H,45735,-2.47,Level 1,Clear
TXN-00565,2024-01-25,IT,Hardware,Vendor_E,146535,3.12,Level 2,Clear
TXN-00566,2024-02-14,Manufacturing,Equipment Maintenance,Vendor_H,261322,4.0,Level 3,Clear
TXN-00567,2024-02-25,IT,Hardware,Vendor_G,265987,4.17,Level 3,Clear
TXN-00568,2024-02-09,IT,Software Licenses,Vendor_C,130097,0.45,Level 2,Clear
TXN-00569,2024-03-21,IT,Software Licenses,Vendor_H,216483,2.07,Level 3,Clear
TXN-00570,2024-02-28,IT,Hardware,Vendor_C,29283,3.31,Level 1,Clear
TXN-00571,2024-03-16,HR,Training,Vendor_G,59634,-0.08,Level 2,Clear
TXN-00572,2024-02-03,Manufacturing,Raw Material,Vendor_E,323056,2.18,Level 3,Clear
TXN-00573,2024-02-23,HR,Training,Vendor_B,475664,-2.45,Level 3,Clear
TXN-00574,2024-02-12,Manufacturing,Raw Material,Vendor_G,362733,1.51,Level 3,Clear
TXN-00575,2024-03-13,Manufacturing,Raw Material,Vendor_C,303567,3.0,Level 3,Clear
TXN-00576,2024-03-10,Marketing,Events,Vendor_D,427312,3.75,Level 3,Clear
TXN-00577,2024-03-14,Logistics,Warehousing,Vendor_A,102921,3.78,Level 2,Clear
TXN-00578,2024-02-19,Logistics,Warehousing,Vendor_C,702930,17.16,Level 3,Review_Required
TXN-00579,2024-01-01,Logistics,Warehousing,Vendor_E,286773,-3.9,Level 3,Clear
TXN-00580,2024-01-01,HR,Training,Vendor_C,202918,-0.99,Level 3,Clear
