Record_ID,Date,Extruder_ID,Shift,Uptime_Hours,Downtime_Hours,Defect_Rate_Pct,Maintenance_Cost_INR,Material_Waste_Kg,Status_Flag
PRD-0310,2024-02-02,EXT-04,Evening,7.0,1.0,1.09,4627,22,Normal
PRD-0311,2024-03-31,EXT-05,Evening,7.4,0.6,4.53,2987,40,Normal
PRD-0312,2024-01-26,EXT-03,Evening,5.5,2.5,3.39,4804,42,Normal
PRD-0313,2024-02-17,EXT-05,Night,5.1,2.9,0.93,2933,48,Normal
PRD-0314,2024-02-07,EXT-03,Evening,6.1,1.9,4.57,2333,22,Normal
PRD-0315,2024-03-18,EXT-05,Night,7.9,0.1,2.68,3542,26,Normal
PRD-0316,2024-03-03,EXT-04,Night,5.4,2.6,4.14,2634,48,Normal
PRD-0317,2024-02-02,EXT-05,Evening,5.7,2.3,2.16,4031,23,Normal
PRD-0318,2024-01-03,EXT-05,Morning,6.6,1.4,3.33,2844,25,Normal
PRD-0319,2024-03-23,EXT-02,Evening,7.8,0.2,4.08,3863,31,Normal
PRD-0320,2024-01-20,EXT-05,Evening,6.7,1.3,1.71,3680,34,Normal
PRD-0321,2024-03-08,EXT-02,Evening,7.9,0.1,2.73,4446,32,Normal
PRD-0322,2024-01-23,EXT-01,Night,5.8,2.2,3.52,2163,29,Normal
PRD-0323,2024-03-07,EXT-01,Night,7.4,0.6,4.61,4154,15,Normal
PRD-0324,2024-02-23,EXT-02,Night,5.3,2.7,4.73,2898,17,Normal
PRD-0325,2024-02-29,EXT-01,Night,5.9,2.1,3.6,1338,10,Normal
PRD-0326,2024-01-24,EXT-02,Evening,5.3,2.7,0.87,4008,21,Normal
PRD-0327,2024-01-27,EXT-05,Evening,7.5,0.5,1.52,3673,16,Normal
PRD-0328,2024-01-30,EXT-04,Night,5.1,2.9,1.59,1113,35,Normal
PRD-0329,2024-01-21,EXT-01,Morning,5.0,3.0,0.99,2953,42,Normal
PRD-0330,2024-01-14,EXT-03,Night,4.8,3.2,4.13,13639,93,High_Defect
PRD-0331,2024-02-13,EXT-02,Morning,5.1,2.9,3.17,3013,50,Normal
PRD-0332,2024-03-04,EXT-02,Evening,5.1,2.9,4.59,2252,34,Normal
PRD-0333,2024-03-20,EXT-02,Evening,6.8,1.2,3.89,1872,39,Normal
PRD-0334,2024-02-04,EXT-05,Morning,7.7,0.3,3.51,1570,18,Normal
PRD-0335,2024-03-10,EXT-04,Night,7.3,0.7,2.48,2538,41,Normal
PRD-0336,2024-02-18,EXT-01,Night,7.6,0.4,2.12,2720,29,Normal
PRD-0337,2024-01-09,EXT-01,Evening,7.9,0.1,4.66,1369,14,Normal
PRD-0338,2024-02-05,EXT-04,Morning,6.5,1.5,3.2,3264,49,Normal
PRD-0339,2024-01-17,EXT-05,Night,7.8,0.2,1.4,3393,34,Normal
PRD-0340,2024-01-14,EXT-04,Night,7.9,0.1,0.52,2763,35,Normal
PRD-0341,2024-02-27,EXT-05,Evening,6.2,1.8,1.33,4338,41,Normal
PRD-0342,2024-02-25,EXT-01,Morning,5.9,2.1,1.22,2938,50,Normal
PRD-0343,2024-02-08,EXT-04,Morning,5.6,2.4,1.82,4900,40,Normal
PRD-0344,2024-02-22,EXT-02,Morning,7.9,0.1,0.54,1103,24,Normal
PRD-0345,2024-02-14,EXT-03,Evening,5.7,2.3,0.6,4810,11,Normal
PRD-0346,2024-02-01,EXT-01,Morning,6.0,2.0,0.65,3138,26,Normal
PRD-0347,2024-03-31,EXT-05,Evening,7.2,0.8,2.63,2536,45,Normal
PRD-0348,2024-02-16,EXT-02,Evening,5.1,2.9,3.07,2691,48,Normal
PRD-0349,2024-03-22,EXT-03,Evening,7.1,0.9,2.83,1155,15,Normal
PRD-0350,2024-03-31,EXT-01,Night,7.4,0.6,2.14,4901,40,Normal
PRD-0351,2024-03-19,EXT-04,Evening,5.8,2.2,4.74,2108,21,Normal
PRD-0352,2024-01-07,EXT-04,Morning,6.4,1.6,3.92,2465,11,Normal
PRD-0353,2024-03-19,EXT-02,Morning,7.3,0.7,4.29,2196,30,Normal
PRD-0354,2024-03-15,EXT-05,Morning,6.0,2.0,2.58,4745,19,Normal
PRD-0355,2024-01-24,EXT-01,Evening,7.7,0.3,3.53,3946,27,Normal
PRD-0356,2024-03-22,EXT-02,Morning,6.9,1.1,3.0,4339,21,Normal
PRD-0357,2024-01-30,EXT-05,Night,7.8,0.2,4.09,2536,15,Normal
PRD-0358,2024-01-27,EXT-03,Evening,5.7,2.3,2.18,3993,26,Normal
PRD-0359,2024-01-16,EXT-04,Night,7.6,0.4,3.81,3106,23,Normal
PRD-0360,2024-01-26,EXT-02,Night,7.2,0.8,4.33,1488,17,Normal
PRD-0361,2024-03-20,EXT-03,Evening,5.2,2.8,2.8,3235,47,Normal
PRD-0362,2024-03-03,EXT-02,Evening,6.7,1.3,2.14,2212,18,Normal
PRD-0363,2024-01-01,EXT-02,Evening,6.2,1.8,3.5,2190,10,Normal
PRD-0364,2024-03-30,EXT-05,Morning,6.4,1.6,1.49,1415,14,Normal
PRD-0365,2024-03-23,EXT-03,Morning,7.4,0.6,2.43,1667,20,Normal
PRD-0366,2024-01-06,EXT-02,Night,7.0,1.0,3.88,3884,22,Normal
PRD-0367,2024-02-06,EXT-03,Evening,5.3,2.7,4.91,2776,10,Normal
PRD-0368,2024-03-17,EXT-04,Evening,7.7,0.3,4.87,4579,26,Normal
PRD-0369,2024-02-20,EXT-04,Evening,6.4,1.6,4.68,4709,23,Normal
PRD-0370,2024-03-18,EXT-01,Evening,6.6,1.4,2.84,3676,41,Normal
PRD-0371,2024-01-19,EXT-01,Evening,7.6,0.4,2.66,3379,44,Normal
PRD-0372,2024-01-03,EXT-01,Morning,7.2,0.8,3.93,3287,34,Normal
PRD-0373,2024-02-25,EXT-03,Evening,5.1,2.9,4.24,2404,27,Normal
PRD-0374,2024-03-04,EXT-03,Evening,7.9,0.1,3.02,1247,23,Normal
PRD-0375,2024-02-12,EXT-02,Morning,6.8,1.2,2.03,3523,40,Normal
PRD-0376,2024-01-04,EXT-03,Evening,6.7,1.3,0.72,2498,35,Normal
PRD-0377,2024-01-22,EXT-04,Night,5.8,2.2,0.66,1157,47,Normal
PRD-0378,2024-03-05,EXT-03,Evening,7.7,0.3,1.1,1735,28,Normal
PRD-0379,2024-03-15,EXT-03,Night,4.9,3.1,5.7,14389,84,High_Defect
PRD-0380,2024-02-01,EXT-03,Morning,6.0,2.0,1.56,2992,41,Normal
PRD-0381,2024-01-06,EXT-05,Evening,6.5,1.5,3.65,3360,19,Normal
PRD-0382,2024-03-16,EXT-04,Morning,6.1,1.9,3.16,4654,14,Normal
PRD-0383,2024-02-02,EXT-05,Morning,5.1,2.9,3.14,1860,48,Normal
PRD-0384,2024-03-14,EXT-04,Morning,6.9,1.1,2.27,3094,31,Normal
PRD-0385,2024-01-15,EXT-03,Evening,5.2,2.8,2.21,1109,20,Normal
PRD-0386,2024-01-22,EXT-04,Night,6.2,1.8,3.79,1153,50,Normal
PRD-0387,2024-01-08,EXT-05,Evening,7.3,0.7,1.5,4020,11,Normal
PRD-0388,2024-01-21,EXT-05,Night,7.1,0.9,4.9,4654,49,Normal
PRD-0389,2024-02-16,EXT-05,Evening,6.7,1.3,1.66,3212,16,Normal
PRD-0390,2024-02-12,EXT-02,Evening,6.1,1.9,0.59,4637,44,Normal
PRD-0391,2024-03-18,EXT-05,Morning,7.0,1.0,3.05,2017,27,Normal
PRD-0392,2024-02-18,EXT-03,Night,5.1,2.9,4.14,10488,102,High_Defect
PRD-0393,2024-01-06,EXT-02,Evening,5.7,2.3,1.41,2611,29,Normal
PRD-0394,2024-03-26,EXT-04,Evening,5.0,3.0,2.44,1395,24,Normal
PRD-0395,2024-03-27,EXT-04,Morning,7.6,0.4,2.19,2520,24,Normal
PRD-0396,2024-02-01,EXT-04,Morning,6.1,1.9,2.67,1836,22,Normal
PRD-0397,2024-01-15,EXT-04,Night,5.4,2.6,4.22,3957,34,Normal
PRD-0398,2024-03-13,EXT-04,Night,5.2,2.8,2.49,4742,37,Normal
PRD-0399,2024-02-02,EXT-04,Evening,5.2,2.8,2.32,3069,32,Normal
PRD-0400,2024-01-10,EXT-04,Evening,6.8,1.2,1.53,3809,11,Normal
PRD-0401,2024-03-14,EXT-01,Night,8.0,0.0,2.04,3993,16,Normal
PRD-0402,2024-01-10,EXT-04,Night,5.1,2.9,2.03,2381,23,Normal
PRD-0403,2024-03-27,EXT-04,Evening,5.2,2.8,0.97,1256,45,Normal
PRD-0404,2024-01-24,EXT-04,Morning,7.6,0.4,2.87,2518,14,Normal
PRD-0405,2024-01-29,EXT-02,Morning,7.2,0.8,4.29,3711,28,Normal
PRD-0406,2024-02-20,EXT-05,Morning,6.7,1.3,2.98,2834,32,Normal
PRD-0407,2024-01-24,EXT-04,Evening,6.5,1.5,1.74,1235,11,Normal
PRD-0408,2024-02-09,EXT-05,Night,7.6,0.4,1.71,3370,27,Normal
PRD-0409,2024-03-01,EXT-01,Night,5.8,2.2,2.99,1984,44,Normal
PRD-0410,2024-02-25,EXT-05,Evening,6.3,1.7,0.99,3766,42,Normal
PRD-0411,2024-03-05,EXT-05,Morning,5.5,2.5,4.41,3211,30,Normal
PRD-0412,2024-02-01,EXT-02,Night,7.9,0.1,1.89,2768,42,Normal
PRD-0413,2024-03-16,EXT-04,Night,5.9,2.1,1.03,4947,13,Normal
PRD-0414,2024-01-18,EXT-01,Night,6.7,1.3,4.7,4768,48,Normal
PRD-0415,2024-01-12,EXT-03,Morning,6.9,1.1,4.67,3004,40,Normal
PRD-0416,2024-02-02,EXT-04,Evening,7.5,0.5,1.76,2861,31,Normal
PRD-0417,2024-03-21,EXT-01,Evening,6.5,1.5,1.07,1116,19,Normal
PRD-0418,2024-01-31,EXT-04,Morning,6.2,1.8,3.32,2180,23,Normal
PRD-0419,2024-03-26,EXT-05,Evening,7.8,0.2,3.25,1642,18,Normal
PRD-0420,2024-02-12,EXT-03,Evening,5.1,2.9,4.07,4272,42,Normal
PRD-0421,2024-01-30,EXT-05,Morning,5.4,2.6,2.77,1760,20,Normal
PRD-0422,2024-02-21,EXT-05,Evening,6.3,1.7,3.01,1153,27,Normal
PRD-0423,2024-02-16,EXT-01,Night,7.6,0.4,2.48,4162,40,Normal
PRD-0424,2024-03-05,EXT-03,Morning,6.2,1.8,0.81,2293,45,Normal
PRD-0425,2024-01-12,EXT-03,Morning,8.0,0.0,4.31,4234,22,Normal
PRD-0426,2024-02-08,EXT-02,Morning,5.5,2.5,1.73,4767,23,Normal
PRD-0427,2024-01-29,EXT-05,Night,6.2,1.8,2.45,4615,19,Normal
PRD-0428,2024-03-21,EXT-01,Morning,6.7,1.3,0.84,3891,15,Normal
PRD-0429,2024-02-13,EXT-04,Evening,5.0,3.0,3.81,2253,32,Normal
PRD-0430,2024-03-07,EXT-04,Night,6.3,1.7,1.83,4613,38,Normal
PRD-0431,2024-03-15,EXT-04,Night,5.8,2.2,4.41,3248,13,Normal
PRD-0432,2024-01-02,EXT-03,Night,5.5,2.5,8.36,10830,94,High_Defect
PRD-0433,2024-02-17,EXT-03,Morning,7.0,1.0,2.02,3371,48,Normal
PRD-0434,2024-03-02,EXT-04,Night,5.2,2.8,2.38,1101,44,Normal
PRD-0435,2024-02-29,EXT-03,Night,5.1,2.9,7.65,8814,74,High_Defect
PRD-0436,2024-03-20,EXT-05,Evening,6.5,1.5,3.82,4938,27,Normal
PRD-0437,2024-02-26,EXT-05,Evening,6.9,1.1,3.99,4022,14,Normal
PRD-0438,2024-03-29,EXT-01,Morning,6.7,1.3,1.14,1158,12,Normal
PRD-0439,2024-03-08,EXT-01,Evening,7.6,0.4,2.81,1144,18,Normal
PRD-0440,2024-03-31,EXT-03,Evening,6.0,2.0,2.73,1938,21,Normal
PRD-0441,2024-03-30,EXT-02,Evening,6.6,1.4,4.85,3118,30,Normal
PRD-0442,2024-01-08,EXT-03,Night,5.8,2.2,6.53,9392,112,High_Defect
PRD-0443,2024-03-15,EXT-03,Night,4.4,3.6,5.29,12275,63,High_Defect
PRD-0444,2024-02-18,EXT-02,Morning,7.2,0.8,2.46,4869,34,Normal
PRD-0445,2024-01-17,EXT-03,Evening,5.3,2.7,0.96,3081,35,Normal
PRD-0446,2024-03-05,EXT-01,Night,6.8,1.2,4.61,1331,19,Normal
PRD-0447,2024-03-14,EXT-04,Evening,6.6,1.4,2.28,4924,35,Normal
PRD-0448,2024-03-18,EXT-05,Night,5.9,2.1,1.54,3330,21,Normal
PRD-0449,2024-03-22,EXT-02,Evening,5.7,2.3,2.56,3400,12,Normal
PRD-0450,2024-03-07,EXT-02,Morning,5.8,2.2,4.49,2916,48,Normal
PRD-0451,2024-02-10,EXT-01,Evening,6.0,2.0,4.78,4412,38,Normal
PRD-0452,2024-01-17,EXT-02,Morning,7.9,0.1,2.76,3360,16,Normal
PRD-0453,2024-02-08,EXT-04,Night,7.6,0.4,2.55,1002,33,Normal
PRD-0454,2024-01-23,EXT-03,Night,5.8,2.2,5.07,12825,100,High_Defect
PRD-0455,2024-02-13,EXT-05,Morning,7.9,0.1,4.71,1598,44,Normal
PRD-0456,2024-02-03,EXT-02,Evening,5.6,2.4,4.53,1350,31,Normal
PRD-0457,2024-03-17,EXT-02,Evening,6.4,1.6,3.61,1356,24,Normal
PRD-0458,2024-02-08,EXT-05,Morning,6.2,1.8,1.22,4419,29,Normal
PRD-0459,2024-01-15,EXT-03,Night,5.0,3.0,8.31,9235,70,High_Defect
PRD-0460,2024-01-03,EXT-01,Morning,7.1,0.9,3.31,4718,46,Normal
PRD-0461,2024-02-08,EXT-02,Night,7.1,0.9,4.99,1053,12,Normal
PRD-0462,2024-01-18,EXT-02,Night,6.4,1.6,2.33,2905,25,Normal
PRD-0463,2024-03-13,EXT-05,Night,5.6,2.4,4.66,4808,49,Normal
PRD-0464,2024-01-31,EXT-03,Morning,5.4,2.6,3.72,3897,11,Normal
PRD-0465,2024-01-14,EXT-04,Night,5.8,2.2,4.15,1142,17,Normal
PRD-0466,2024-03-31,EXT-04,Evening,6.4,1.6,4.69,1737,44,Normal
PRD-0467,2024-01-04,EXT-05,Evening,5.4,2.6,4.18,3305,32,Normal
PRD-0468,2024-03-13,EXT-01,Morning,5.3,2.7,3.77,3079,23,Normal
PRD-0469,2024-02-01,EXT-05,Evening,5.3,2.7,0.72,4812,12,Normal
PRD-0470,2024-03-11,EXT-02,Morning,6.7,1.3,0.59,1914,49,Normal
PRD-0471,2024-02-17,EXT-04,Morning,6.7,1.3,0.85,1347,25,Normal
PRD-0472,2024-03-12,EXT-05,Morning,6.0,2.0,2.22,2700,23,Normal
PRD-0473,2024-02-16,EXT-01,Night,5.1,2.9,1.56,1732,29,Normal
PRD-0474,2024-03-16,EXT-04,Evening,5.6,2.4,2.11,1530,39,Normal
PRD-0475,2024-03-26,EXT-03,Evening,5.6,2.4,2.64,4673,17,Normal
PRD-0476,2024-01-11,EXT-02,Night,7.8,0.2,2.68,4201,34,Normal
PRD-0477,2024-01-25,EXT-04,Evening,5.5,2.5,4.98,4578,45,Normal
PRD-0478,2024-01-02,EXT-02,Night,5.5,2.5,3.23,3883,16,Normal
PRD-0479,2024-02-20,EXT-02,Night,5.8,2.2,1.9,3188,38,Normal
PRD-0480,2024-02-06,EXT-01,Evening,5.7,2.3,1.65,2802,35,Normal
PRD-0481,2024-01-27,EXT-05,Night,5.3,2.7,4.44,4397,37,Normal
PRD-0482,2024-01-15,EXT-02,Morning,5.2,2.8,0.92,4863,26,Normal
PRD-0483,2024-03-17,EXT-02,Evening,6.2,1.8,2.86,2925,20,Normal
PRD-0484,2024-02-24,EXT-05,Evening,5.2,2.8,2.82,3338,47,Normal
PRD-0485,2024-03-01,EXT-01,Evening,5.7,2.3,3.63,1257,13,Normal
PRD-0486,2024-03-14,EXT-04,Morning,7.6,0.4,0.76,4649,38,Normal
PRD-0487,2024-03-08,EXT-05,Night,5.2,2.8,1.77,4238,25,Normal
PRD-0488,2024-03-04,EXT-05,Evening,5.1,2.9,2.33,3345,40,Normal
PRD-0489,2024-01-16,EXT-05,Morning,7.5,0.5,2.52,1689,25,Normal
PRD-0490,2024-01-05,EXT-01,Evening,5.5,2.5,4.28,3900,10,Normal
PRD-0491,2024-01-31,EXT-01,Night,7.5,0.5,4.71,3398,39,Normal
PRD-0492,2024-01-22,EXT-03,Evening,6.0,2.0,4.31,3474,32,Normal
PRD-0493,2024-02-19,EXT-03,Evening,5.9,2.1,0.94,3921,26,Normal
PRD-0494,2024-03-09,EXT-05,Morning,6.4,1.6,4.17,1674,47,Normal
PRD-0495,2024-01-25,EXT-05,Night,6.4,1.6,4.58,1127,23,Normal
PRD-0496,2024-02-15,EXT-05,Morning,7.9,0.1,3.15,4513,31,Normal
PRD-0497,2024-03-14,EXT-05,Night,7.4,0.6,3.37,1869,41,Normal
PRD-0498,2024-03-01,EXT-03,Night,5.5,2.5,8.36,12220,113,High_Defect
PRD-0499,2024-02-26,EXT-01,Evening,6.4,1.6,3.74,3145,10,Normal
PRD-0500,2024-02-29,EXT-04,Night,7.6,0.4,1.67,3117,50,Normal
